"link","argentino","otro_pais"
20020304,349,20
20020305,651,63
20020306,466,212
20020307,801,84
20020308,552,54
20020401,738,85
20020402,194,39
20020403,285,80
20020404,417,82
20020405,619,83
20020406,467,72
20020407,453,164
20020408,815,182
20020409,702,110
20020410,776,108
20020501,536,174
20020502,774,113
20020503,513,148
20020504,493,51
20020505,675,102
20020506,722,89
20020507,745,83
20020508,636,64
20020509,547,69
20020601,386,46
20020602,1220,126
20020603,555,83
20020604,749,86
20020605,445,43
20020606,597,83
20020607,358,34
20020608,505,64
20020609,458,43
20020610,468,47
20020701,1277,142
20020702,957,116
20020703,814,108
20020704,591,81
20020705,479,45
20020706,547,43
20020707,793,140
20020708,376,59
20020709,484,46
20020801,647,66
20020802,650,52
20020803,784,116
20020804,1007,98
20020805,826,81
20020806,1116,131
20020807,1325,170
20020808,777,71
20020901,664,101
20020902,632,49
20020903,793,72
20020904,956,65
20020905,924,104
20020906,826,74
20020907,828,121
20020908,1264,113
20020909,1060,90
20021001,900,75
20021002,577,60
20021003,397,44
20021004,728,57
20021005,738,74
20021006,626,69
20021007,817,51
20021008,796,60
20021009,555,56
20021101,1099,97
20021102,517,47
20021103,1463,180
20021104,1285,108
20021105,289,20
20021106,463,64
20021201,871,99
20021202,725,93
20021203,878,65
20021204,1156,94
20021205,1142,100
20021206,916,67
20021301,1110,86
20021302,831,59
20021303,900,73
20021304,1033,79
20021305,1259,112
20021306,981,71
20021307,1116,95
20021401,684,76
20021402,519,56
20021403,331,24
20021404,698,45
20021405,1045,79
20021406,966,65
20021407,593,55
20021408,639,56
20021409,1324,151
20021410,923,83
20021501,545,56
20021502,736,62
20021503,1286,107
20021504,575,53
20021505,491,64
20021506,562,43
20021507,665,91
20021508,651,57
20021601,635,172
20021602,639,73
20021603,626,72
20021604,450,84
20021605,757,65
20021606,620,55
20021607,697,73
20021608,379,46
20021701,1126,91
20021702,779,59
20021703,838,93
20021704,307,32
20021705,478,54
20021706,887,99
20021707,1005,116
20021708,824,89
20021709,667,74
20021801,801,90
20021802,1097,91
20021803,713,74
20021804,1059,126
20021805,498,51
20021806,698,46
20021807,526,69
20021808,807,105
20021901,805,49
20021902,609,66
20021903,635,82
20021904,911,86
20021905,737,53
20021906,690,55
20021907,626,56
20021908,741,90
20022001,875,84
20022002,730,92
20022003,648,103
20022004,768,73
20022005,466,38
20022006,574,63
20022007,480,89
20022008,604,67
20022101,968,90
20022102,860,99
20022103,694,81
20022104,972,74
20022105,900,84
20022106,846,80
20022201,620,79
20022202,494,40
20022203,414,25
20022204,886,73
20022205,1031,62
20022206,927,89
20022301,984,95
20022302,941,84
20022303,850,78
20022304,758,91
20022305,601,49
20022306,373,33
20022307,413,43
20022308,399,46
20022309,850,93
20022401,920,92
20022402,730,57
20022403,728,67
20022404,965,85
20022405,857,65
20022406,886,82
20022501,525,45
20022502,603,44
20022503,689,54
20022504,699,58
20022505,817,113
20022506,675,84
20022507,676,92
20022508,1119,103
20022509,678,97
20022510,535,70
20022511,910,127
20030101,814,212
20030102,768,135
20030103,838,122
20030104,420,70
20030105,744,165
20030106,510,205
20030107,556,291
20030108,291,200
20030109,439,91
20030110,319,119
20030111,363,99
20030201,666,76
20030202,612,102
20030203,581,95
20030204,623,111
20030205,701,171
20030206,665,262
20030207,853,168
20030208,713,153
20030209,673,163
20030210,348,79
20030211,515,87
20030212,654,191
20030301,977,124
20030302,768,92
20030303,558,56
20030304,439,77
20030305,521,58
20030306,741,82
20030307,688,114
20030308,578,148
20030309,240,45
20030310,513,437
20030311,701,168
20030401,641,95
20030402,433,66
20030403,591,90
20030404,566,206
20030405,523,160
20030406,517,138
20030407,524,150
20030408,535,189
20030501,622,180
20030502,565,83
20030503,829,141
20030504,456,86
20030505,557,53
20030506,388,53
20030507,698,70
20030601,611,105
20030602,298,53
20030603,566,51
20030604,561,49
20030605,737,129
20030606,443,79
20030607,565,118
20030701,255,55
20030702,740,124
20030703,793,174
20030704,758,156
20030705,501,78
20030706,518,66
20030707,797,125
20030708,346,49
20030709,787,144
20030801,542,105
20030802,442,110
20030803,670,169
20030804,442,96
20030805,405,91
20030806,389,89
20030807,333,94
20030808,375,149
20030809,570,148
20030810,430,117
20030901,754,106
20030902,410,76
20030903,666,96
20030904,791,235
20030905,482,112
20030906,409,88
20030907,541,235
20030908,610,130
20030909,729,74
20030910,629,158
20031001,631,155
20031002,596,224
20031003,711,241
20031004,613,120
20031005,372,97
20031006,607,369
20031007,605,137
20031008,527,131
20031101,685,124
20031102,776,158
20031103,623,275
20031104,1037,176
20031105,595,109
20031106,823,93
20031107,714,129
20031108,499,85
20031201,584,95
20031202,793,111
20031203,487,91
20031204,431,60
20031205,863,108
20031206,216,53
20031207,804,124
20031208,491,55
20031209,412,66
20031210,591,254
20031301,626,118
20031302,627,144
20031303,692,125
20031304,399,117
20031305,569,64
20031306,591,144
20031307,505,117
20031308,433,65
20031309,633,90
20031310,513,180
20031311,732,164
20031401,681,199
20031402,795,153
20031403,818,234
20031404,596,206
20031405,642,202
20031406,984,130
20031407,522,111
20031408,598,122
20031409,43,60
20031410,737,161
20031501,581,102
20031502,739,170
20031503,559,107
20031504,645,143
20031505,620,135
20031506,664,141
20031507,1013,235
20031508,1068,213
20031509,227,48
20031601,757,134
20031602,949,172
20031603,725,156
20031604,380,84
20031605,489,175
20031606,614,127
20031607,640,147
20031608,640,134
20031609,1025,128
20031701,633,105
20031702,654,168
20031703,377,75
20031704,754,151
20031705,681,130
20031706,608,118
20031707,785,95
20031708,952,230
20031709,533,174
20031801,477,96
20031802,625,136
20031803,428,58
20031804,723,107
20031805,343,53
20031806,531,113
20031807,636,73
20031808,476,62
20031809,797,98
20031810,512,69
20031811,538,59
20031901,1060,121
20031902,261,40
20031903,586,79
20031904,612,115
20031905,657,155
20031906,672,109
20031907,761,188
20031908,1032,128
20031909,581,108
20031910,464,56
20032001,519,84
20032002,745,135
20032003,515,98
20032004,523,93
20032005,423,59
20032006,414,71
20032007,687,115
20032008,658,145
20032009,835,139
20032010,571,55
20032011,435,44
20032101,842,117
20032102,815,97
20032103,660,79
20032104,683,85
20032105,407,100
20032106,700,97
20032107,357,48
20032108,599,91
20032109,380,36
20032110,844,128
20032201,688,99
20032202,552,106
20032203,304,103
20032204,426,87
20032205,710,99
20032206,649,104
20032207,624,113
20032208,822,109
20032209,796,143
20032301,658,141
20032302,673,130
20032303,729,81
20032304,411,37
20032305,537,77
20032306,482,128
20032307,606,55
20032308,727,153
20032309,784,188
20032310,913,131
20032401,623,69
20032402,678,173
20032403,576,75
20032404,587,114
20032405,458,59
20032406,845,229
20032407,617,57
20032408,636,117
20032409,406,52
20032501,1146,75
20032502,573,136
20032503,448,101
20032504,615,81
20032505,744,85
20032506,805,154
20032507,456,71
20032508,1316,237
20032509,650,96
20032601,826,74
20032602,1011,151
20032603,703,100
20032604,488,29
20032605,734,100
20032606,555,50
20032607,729,86
20032608,522,64
20032609,687,103
20032701,903,63
20032702,718,124
20032703,767,139
20032704,700,134
20032705,691,90
20032706,695,143
20032707,824,108
20040101,588,182
20040102,580,215
20040103,477,158
20040104,589,212
20040105,518,306
20040106,452,273
20040107,463,55
20040108,551,134
20040109,561,89
20040110,402,89
20040111,481,112
20040112,474,55
20040113,336,69
20040114,636,113
20040201,619,134
20040202,737,89
20040203,811,238
20040204,621,175
20040205,572,166
20040206,606,77
20040207,766,133
20040208,440,80
20040209,556,65
20040210,855,196
20040301,860,114
20040302,681,168
20040303,556,87
20040304,731,173
20040305,912,149
20040306,744,158
20040307,591,95
20040308,723,121
20040309,485,90
20040310,695,127
20040311,796,124
20040312,872,193
20040313,512,78
20040401,588,80
20040402,703,35
20040403,838,64
20040404,922,119
20040405,925,91
20040406,674,121
20040407,754,132
20040408,680,100
20040409,748,102
20040410,542,119
20040411,812,148
20040501,791,100
20040502,553,86
20040503,741,56
20040504,598,117
20040505,403,50
20040506,861,75
20040507,720,114
20040508,940,142
20040509,1510,652
20040510,1081,177
20040511,890,126
20040601,1010,80
20040602,721,66
20040603,667,84
20040604,841,114
20040605,624,109
20040606,860,69
20040607,672,94
20040608,811,109
20040609,633,74
20040610,645,85
20040611,607,47
20040701,800,102
20040702,699,57
20040703,731,207
20040704,2001,158
20040705,684,79
20040706,732,129
20040707,696,89
20040708,631,58
20040709,672,72
20040710,572,38
20040711,1125,152
20040712,712,154
20040801,638,67
20040802,698,69
20040803,581,49
20040804,707,93
20040805,538,56
20040806,612,98
20040807,1574,890
20040808,327,78
20040809,903,190
20040810,600,163
20040811,748,151
20040901,995,500
20040902,683,82
20040903,470,66
20040904,412,91
20040905,494,43
20040906,777,62
20040907,733,49
20041001,36,37
20041002,892,1043
20041003,873,780
20041004,314,150
20041005,1191,468
20041006,632,372
20041007,577,324
20041008,491,1111
20041009,1001,1090
20041101,775,87
20041102,772,75
20041103,724,61
20041104,607,36
20041105,403,53
20041106,832,132
20041107,748,301
20041108,873,49
20041109,772,113
20041201,505,99
20041202,456,84
20041203,606,115
20041204,848,127
20041205,538,77
20041206,711,85
20041207,421,63
20041208,377,26
20041209,712,27
20041210,750,134
20041211,610,22
20041212,548,25
20041301,877,30
20041302,585,33
20041303,575,63
20041304,459,27
20041305,923,33
20041306,527,49
20041307,858,40
20041308,386,23
20041309,382,25
20041310,461,30
20041311,1078,61
20041401,527,108
20041402,486,102
20041403,535,110
20041404,1014,96
20041405,613,56
20041406,472,25
20041407,675,82
20041408,880,112
20041409,570,94
20041501,586,53
20041502,1206,86
20041503,1023,41
20041504,668,64
20041505,519,23
20041506,533,61
20041507,618,26
20041508,643,28
20041509,607,56
20041510,496,31
20041601,644,37
20041602,1701,232
20041603,1169,76
20041604,607,39
20041605,906,64
20041606,521,36
20041607,372,29
20041608,538,73
20041609,910,154
20041610,718,68
20041701,545,32
20041702,530,60
20041703,529,55
20041704,634,41
20041705,726,33
20041706,574,33
20041707,570,39
20041708,820,174
20041709,712,45
20041710,769,112
20041801,45,29
20041901,567,107
20041902,686,49
20041903,766,138
20041904,980,154
20041905,708,97
20041906,909,238
20041907,767,166
20041908,1013,507
20041909,839,290
20041910,558,86
20042001,827,104
20042002,623,82
20042003,728,121
20042004,473,130
20042005,659,97
20042006,693,175
20042007,761,88
20042008,695,102
20042009,726,123
20042010,997,128
20042011,782,131
20042012,1095,74
20042101,552,151
20042102,609,190
20042103,494,67
20042104,675,92
20042105,545,110
20042106,637,95
20042107,767,71
20042108,824,157
20042109,710,125
20042110,600,133
20042111,772,140
20042112,479,78
20042201,565,24
20042202,682,63
20042203,850,36
20042204,1262,43
20042205,708,57
20042206,572,27
20042207,841,62
20042208,878,109
20042209,600,85
20042210,550,13
20042211,665,63
20042212,521,84
20042301,740,94
20042302,748,125
20042303,698,121
20042304,723,104
20042305,498,45
20042306,644,51
20042307,586,67
20042308,769,76
20042309,428,43
20042310,659,145
20042311,496,77
20042312,633,147
20042401,873,523
20042402,1083,769
20042403,783,437
20042404,1475,454
20042405,742,608
20042406,955,462
20042501,771,1586
20042502,1195,1020
20042503,2115,1830
20042504,856,1172
20042601,904,104
20042602,1146,82
20042603,1057,162
20050101,498,55
20050102,815,64
20050103,666,109
20050104,626,57
20050105,1008,95
20050106,431,67
20050107,579,46
20050108,682,60
20050109,624,67
20050110,612,61
20050201,759,116
20050202,551,65
20050203,655,68
20050204,825,116
20050205,505,63
20050206,479,131
20050207,426,146
20050208,960,107
20050209,682,155
20050210,575,100
20050211,763,78
20050301,655,102
20050302,923,222
20050303,261,108
20050304,451,131
20050305,628,99
20050306,606,63
20050307,504,59
20050308,327,30
20050309,527,83
20050310,465,70
20050311,723,116
20050401,913,117
20050402,653,73
20050403,577,126
20050404,631,68
20050405,643,80
20050406,942,85
20050407,506,47
20050408,982,112
20050409,625,153
20050501,737,47
20050502,1244,109
20050503,667,76
20050504,671,56
20050505,539,54
20050506,642,74
20050507,793,97
20050508,648,62
20050601,686,54
20050602,926,65
20050603,803,74
20050604,1379,102
20050605,1046,88
20050606,832,75
20050607,778,116
20050608,869,53
20050701,1102,104
20050702,451,87
20050703,581,59
20050704,1239,125
20050705,1114,181
20050706,537,90
20050707,800,94
20050708,783,126
20050801,1059,112
20050802,617,86
20050803,1015,165
20050804,894,96
20050805,349,52
20050806,781,115
20050807,752,103
20050808,730,104
20050809,713,54
20050901,975,107
20050902,564,37
20050903,524,51
20050904,462,64
20050905,519,57
20050906,517,55
20050907,441,44
20050908,863,78
20050909,832,92
20050910,690,116
20051001,1070,90
20051002,999,83
20051003,336,80
20051004,502,55
20051005,668,81
20051006,659,132
20051007,1140,85
20051008,603,57
20051009,695,90
20051010,471,69
20051101,1022,122
20051102,803,91
20051103,632,62
20051104,631,51
20051105,683,81
20051106,677,70
20051107,936,123
20051108,687,104
20051109,889,137
20051110,776,79
20051201,531,75
20051202,1700,121
20051203,886,63
20051204,667,68
20051205,395,40
20051206,1458,117
20051207,832,65
20051301,786,70
20051302,673,37
20051303,711,48
20051304,657,74
20051305,713,82
20051306,775,75
20051307,675,64
20051308,896,44
20051309,968,54
20051401,631,28
20051402,588,84
20051403,1053,100
20051404,862,69
20051405,1466,126
20051406,1139,90
20051407,405,49
20051408,548,102
20051409,774,133
20051501,990,114
20051502,985,114
20051503,532,54
20051504,1081,105
20051505,845,77
20051506,760,103
20051507,649,74
20051508,617,158
20051509,339,67
20051601,735,98
20051602,571,57
20051603,553,79
20051604,873,152
20051605,760,86
20051606,632,83
20051607,491,113
20051608,885,145
20051609,789,129
20051610,803,120
20051611,970,93
20051701,644,62
20051702,706,109
20051703,671,83
20051704,759,83
20051705,693,54
20051706,731,44
20051707,849,57
20051708,846,92
20051709,517,41
20051710,681,76
20051711,802,77
20051801,870,73
20051802,834,66
20051803,764,88
20051804,729,59
20051805,766,62
20051806,623,61
20051807,671,53
20051808,354,54
20051809,633,56
20051810,709,109
20051811,679,39
20051901,781,75
20051902,629,63
20051903,813,116
20051904,911,83
20051905,657,111
20051906,728,80
20051907,405,41
20051908,840,82
20051909,522,83
20051910,709,89
20051911,955,91
20052001,677,87
20052002,815,115
20052003,912,153
20052004,708,96
20052005,805,96
20052006,734,112
20052007,776,136
20052008,758,149
20052009,788,73
20052010,819,143
20052011,736,94
20052012,797,108
20052101,793,67
20052102,728,129
20052103,495,36
20052104,822,92
20052105,579,61
20052106,649,68
20052107,653,66
20052108,651,77
20052109,652,74
20052110,538,61
20052111,642,52
20052201,670,68
20052202,743,84
20052203,558,71
20052204,858,78
20052205,670,131
20052206,819,119
20052207,1413,183
20052208,640,73
20052209,786,115
20052210,745,113
20052211,764,130
20052212,794,115
20052213,605,73
20060101,607,70
20060102,749,75
20060103,792,96
20060104,618,80
20060105,1048,76
20060106,872,66
20060107,628,64
20060108,773,98
20060109,651,64
20060110,560,60
20060111,641,34
20060112,555,67
20060201,1020,61
20060202,850,49
20060203,556,35
20060204,621,46
20060205,604,30
20060206,835,70
20060207,659,78
20060208,1003,86
20060209,620,40
20060210,835,82
20060211,1200,127
20060301,834,128
20060302,816,58
20060303,849,60
20060304,588,47
20060305,648,72
20060306,796,84
20060307,796,80
20060308,664,68
20060309,1019,123
20060310,818,46
20060401,496,58
20060402,596,62
20060403,767,64
20060404,725,48
20060405,696,35
20060406,709,65
20060407,613,60
20060408,825,58
20060409,975,105
20060410,716,88
20060411,721,41
20060501,675,66
20060502,942,73
20060503,736,38
20060504,585,52
20060505,853,86
20060506,644,45
20060507,682,67
20060508,429,37
20060509,521,48
20060510,907,71
20060511,869,67
20060512,334,35
20060601,1052,66
20060602,1736,100
20060603,1035,72
20060604,443,39
20060605,640,37
20060606,746,40
20060607,687,54
20060608,913,96
20060609,721,40
20060701,555,38
20060702,738,65
20060703,901,53
20060704,788,81
20060705,725,59
20060706,610,72
20060707,1041,110
20060708,686,54
20060709,730,39
20060710,721,57
20060711,576,37
20060712,614,38
20060713,456,35
20060801,782,50
20060802,921,102
20060803,599,41
20060804,577,49
20060805,469,42
20060806,1201,119
20060807,616,48
20060808,1226,107
20060809,468,43
20060810,648,29
20060901,560,40
20060902,569,29
20060903,595,58
20060904,956,56
20060905,393,45
20060906,788,76
20060907,496,44
20060908,375,26
20060909,783,55
20060910,689,46
20061001,558,46
20061002,527,37
20061003,746,45
20061004,609,103
20061005,884,75
20061006,870,86
20061007,541,51
20061008,1150,93
20061009,467,34
20061010,883,60
20061101,967,86
20061102,502,48
20061103,831,45
20061104,744,38
20061105,544,37
20061106,665,62
20061107,701,54
20061108,740,39
20061109,679,44
20061110,508,28
20061201,488,34
20061202,470,86
20061203,582,47
20061204,344,16
20061205,778,63
20061206,530,41
20061207,622,63
20061208,693,48
20061209,704,69
20061210,507,29
20061211,742,72
20061212,471,48
20061301,643,46
20061302,1203,99
20061303,705,59
20061304,1144,96
20061305,797,76
20061306,507,28
20061307,804,58
20061308,1097,124
20061309,825,71
20061401,822,74
20061402,587,38
20061403,776,74
20061404,990,69
20061405,966,65
20061406,1062,99
20061407,503,36
20061408,508,32
20061409,733,61
20061410,847,65
20061501,622,49
20061502,1550,117
20061503,769,47
20061504,650,32
20061505,726,34
20061506,750,53
20061507,793,66
20061508,864,95
20061509,491,26
20061510,673,43
20061601,625,47
20061602,633,45
20061603,881,64
20061604,654,42
20061605,916,60
20061606,923,56
20061607,971,69
20061608,1295,111
20061609,1029,58
20061610,1081,74
20061611,812,74
20061701,775,63
20061702,850,49
20061703,633,75
20061704,709,38
20061705,1609,121
20061706,973,74
20061707,571,35
20061801,578,45
20061802,567,44
20061803,604,44
20061804,674,48
20061805,753,59
20061806,1016,67
20061807,1059,94
20061808,1004,67
20061809,764,55
20061901,796,91
20061902,1364,104
20061903,1357,63
20061904,936,74
20061905,679,69
20061906,956,61
20061907,901,65
20061908,861,46
20062001,453,38
20062002,519,39
20062003,879,91
20062004,503,29
20062005,785,51
20062006,774,50
20062007,548,55
20062008,1125,69
20062009,686,84
20062010,808,56
20062101,586,34
20062102,932,60
20062103,940,87
20062104,560,54
20062105,718,66
20062106,480,43
20062107,873,90
20062108,1124,99
20062109,688,52
20062110,777,48
20062111,927,81
20070101,428,173
20070102,692,199
20070103,692,186
20070104,490,248
20070105,309,141
20070106,532,217
20070107,388,99
20070108,640,81
20070109,513,167
20070110,988,137
20070201,731,97
20070202,925,64
20070203,686,138
20070204,1475,302
20070205,814,171
20070206,854,246
20070207,561,163
20070208,626,86
20070209,880,118
20070301,638,51
20070302,835,118
20070303,1025,109
20070304,1020,154
20070305,732,55
20070306,809,115
20070307,1025,145
20070308,678,58
20070309,600,111
20070310,960,102
20070401,980,89
20070402,695,75
20070403,905,107
20070404,1194,108
20070405,737,96
20070406,989,185
20070407,1064,127
20070408,868,83
20070409,567,45
20070410,845,83
20070501,696,50
20070502,607,41
20070503,790,76
20070504,959,65
20070505,1049,80
20070506,601,39
20070507,601,59
20070508,681,59
20070509,934,164
20070601,851,76
20070602,715,86
20070603,569,62
20070604,693,141
20070605,785,114
20070606,833,75
20070607,781,88
20070608,400,39
20070609,606,81
20070701,525,116
20070702,522,64
20070703,849,109
20070704,557,82
20070705,527,110
20070706,824,135
20070707,578,87
20070708,452,54
20070709,766,170
20070710,723,66
20070711,547,66
20070801,582,100
20070802,750,129
20070803,523,60
20070804,760,61
20070805,902,138
20070806,818,78
20070807,600,78
20070808,702,116
20070901,612,55
20070902,563,62
20070903,505,38
20070904,768,58
20070905,461,33
20070906,825,68
20070907,695,58
20070908,889,83
20070909,614,71
20070910,637,55
20070911,525,52
20071001,674,59
20071002,345,35
20071003,546,42
20071004,632,58
20071005,581,59
20071006,685,75
20071007,664,46
20071008,997,75
20071009,630,52
20071010,874,58
20071101,748,107
20071102,802,61
20071103,774,76
20071104,865,74
20071105,521,27
20071106,744,57
20071107,1057,66
20071108,915,90
20071109,899,88
20071110,602,43
20071201,945,75
20071202,504,74
20071203,692,80
20071204,733,64
20071205,707,33
20071206,675,80
20071207,501,111
20071208,388,207
20071209,719,104
20071301,642,79
20071302,640,73
20071303,920,80
20071304,492,70
20071305,763,56
20071306,708,36
20071307,510,39
20071308,490,70
20071309,459,34
20071310,472,25
20071311,701,49
20071312,650,42
20071313,535,30
20071314,655,54
20071315,470,33
20071401,727,106
20071402,757,60
20071403,635,90
20071404,640,56
20071405,849,80
20071406,981,144
20071407,802,137
20071408,805,131
20071409,724,132
20071410,658,108
20071411,845,77
20071412,807,117
20071413,616,131
20071501,501,187
20071502,804,263
20071503,776,184
20071504,547,108
20071505,583,122
20071506,949,161
20071507,649,65
20071508,706,91
20071509,1120,98
20071510,812,211
20071511,949,199
20071601,678,44
20071602,654,142
20071603,755,60
20071604,611,115
20071605,595,200
20071606,872,135
20071607,778,169
20071608,942,164
20071609,672,385
20071701,841,764
20071702,488,1099
20071703,462,912
20071704,524,1121
20071705,276,615
20071706,599,714
20071707,802,1614
20071708,330,773
20071709,523,1323
20071710,579,928
20071711,300,260
20071801,621,924
20071802,181,306
20071803,455,487
20071804,263,550
20071805,371,632
20071806,778,896
20071807,1069,147
20071808,925,85
20071809,480,723
20071810,574,919
20071811,588,737
20071901,469,409
20071902,1034,625
20071903,803,536
20071904,829,724
20071905,1005,402
20071906,1693,234
20072001,935,86
20072002,516,36
20072003,611,111
20072004,434,107
20072005,671,135
20072006,714,101
20072007,660,156
20072008,1025,164
20072009,646,263
20072010,904,423
20072011,843,246
20072012,502,157
20072013,1516,101
20072101,1035,103
20072102,1058,63
20072103,906,53
20072104,543,22
20072105,640,46
20072106,852,75
20072107,658,64
20072108,413,19
20072109,628,81
20072110,818,93
20072111,727,84
20072112,790,127
20072201,589,45
20072202,846,77
20072203,815,59
20072204,874,58
20072205,948,52
20072206,851,52
20072207,524,37
20072208,529,40
20072209,577,29
20072210,673,105
20072211,705,48
20072212,542,40
20072213,705,48
20072301,755,67
20072302,938,46
20072303,691,37
20072304,591,42
20072305,673,62
20072306,697,63
20072307,752,69
20072308,737,77
20072309,687,48
20072401,823,71
20072402,770,143
20072403,1100,114
20072404,946,90
20072405,863,68
20072406,923,136
20072407,751,101
20072408,760,117
20072409,841,109
20072410,839,123
20072411,935,105
20080101,886,261
20080102,918,707
20080103,779,542
20080104,1417,477
20080105,1563,199
20080106,1463,792
20080107,1098,353
20080108,748,435
20080109,1123,1548
20080110,983,531
20080111,416,249
20080112,1406,1998
20080201,1209,73
20080202,501,34
20080203,490,25
20080204,753,47
20080205,536,25
20080206,665,33
20080207,1150,76
20080208,864,46
20080209,802,27
20080210,511,29
20080301,706,245
20080302,657,134
20080303,470,110
20080304,671,120
20080305,653,75
20080306,352,45
20080307,651,113
20080308,964,937
20080309,1156,851
20080310,1040,656
20080401,671,228
20080402,517,105
20080403,583,80
20080404,569,94
20080405,855,105
20080406,947,137
20080407,712,124
20080408,694,165
20080409,682,88
20080410,790,93
20080411,654,89
20080501,708,99
20080502,670,106
20080503,648,173
20080504,719,153
20080505,532,85
20080506,720,111
20080507,864,160
20080508,582,42
20080509,883,27
20080510,1091,46
20080511,880,47
20080601,885,41
20080602,1137,60
20080603,1165,54
20080604,640,102
20080605,845,154
20080606,746,257
20080607,516,96
20080608,666,98
20080609,730,139
20080610,509,131
20080611,468,183
20080701,888,451
20080702,923,706
20080703,1015,648
20080704,762,759
20080705,751,956
20080706,545,847
20080707,784,1375
20080708,1086,799
20080709,1557,1531
20080710,528,507
20080711,912,658
20080712,1271,434
20080713,862,651
20080714,684,1378
20080801,763,101
20080802,830,94
20080803,603,79
20080804,742,67
20080805,528,85
20080806,826,119
20080807,755,101
20080808,573,67
20080809,616,119
20080810,731,168
20080811,901,26
20080901,718,83
20080902,816,67
20080903,912,116
20080904,467,46
20080905,829,111
20080906,931,89
20080907,699,73
20080908,671,85
20080909,859,63
20081001,832,44
20081002,718,41
20081003,964,45
20081004,2098,104
20081005,2300,101
20081006,1522,79
20081007,1565,62
20081008,1049,147
20081101,2753,132
20081102,1947,101
20081103,2834,135
20081104,1824,91
20081105,1220,70
20081201,800,115
20081202,916,88
20081203,913,90
20081204,863,116
20081205,890,88
20081206,687,57
20081207,754,72
20081301,41,4
20081302,320,45
20081303,831,167
20081304,876,188
20081305,841,122
20081306,551,106
20081307,602,126
20081308,767,126
20081401,1261,544
20081402,1049,424
20081403,1281,752
20081404,1917,788
20081405,932,241
20081406,611,182
20081407,807,142
20081408,699,99
20081409,711,300
20081410,719,260
20081501,1228,1569
20081502,1011,1417
20081503,1461,970
20081504,513,418
20081505,2240,1145
20081506,577,304
20081507,627,302
20081508,818,539
20081509,1149,573
20081510,1008,256
20081601,962,83
20081602,556,61
20081603,1014,104
20081604,877,65
20081605,948,28
20081606,781,49
20081607,913,128
20081608,749,55
20081609,863,52
20081610,813,121
20081701,546,30
20081702,574,46
20081703,628,38
20081704,735,45
20081705,422,26
20090101,503,27
20090102,421,23
20090103,561,52
20090104,640,109
20090105,642,95
20090106,687,122
20090107,620,63
20090108,609,74
20090109,667,84
20090201,746,78
20090202,709,58
20090203,748,71
20090204,906,76
20090205,1076,67
20090206,667,49
20090207,758,42
20090208,649,37
20090209,808,53
20090210,698,56
20090211,976,82
20090212,591,34
20090301,428,218
20090302,497,179
20090303,482,119
20090304,562,79
20090305,474,72
20090306,680,69
20090307,765,54
20090308,747,31
20090309,650,47
20090310,771,38
20090311,745,88
20090312,550,35
20090313,703,243
20090401,836,90
20090402,815,108
20090403,844,66
20090404,877,54
20090405,915,77
20090406,576,50
20090407,637,43
20090408,690,45
20090409,660,47
20090410,721,50
20090411,846,87
20090501,795,84
20090502,787,45
20090503,954,107
20090504,764,84
20090505,933,73
20090506,776,65
20090507,743,55
20090508,762,72
20090509,715,77
20090510,788,59
20090511,827,73
20090601,1006,105
20090602,750,84
20090603,809,120
20090604,832,73
20090605,990,119
20090606,654,55
20090607,933,66
20090608,713,72
20090609,853,37
20090610,796,103
20090611,736,87
20090612,715,115
20090701,692,73
20090702,772,70
20090703,517,51
20090704,628,41
20090705,661,48
20090706,795,58
20090707,568,32
20090708,677,60
20090709,772,66
20090710,613,56
20090711,705,62
20090712,957,57
20090713,732,97
20090714,817,44
20090801,691,79
20090802,671,62
20090803,773,59
20090804,665,38
20090805,818,91
20090806,901,93
20090807,970,96
20090808,919,163
20090809,678,86
20090810,776,129
20090811,811,94
20090812,876,78
20090813,552,98
20090901,706,86
20090902,612,108
20090903,894,139
20090904,532,96
20090905,612,101
20090906,790,91
20090907,895,69
20090908,509,80
20090909,662,147
20090910,732,107
20090911,635,118
20090912,575,114
20090913,573,67
20090914,905,66
20091001,740,85
20091002,932,136
20091003,930,201
20091004,575,51
20091005,807,76
20091006,675,135
20091007,560,109
20091008,873,58
20091009,425,34
20091010,723,37
20091011,532,54
20091012,502,18
20091101,1049,102
20091102,920,162
20091103,690,156
20091104,854,201
20091105,1029,195
20091106,825,134
20091107,902,222
20091108,757,151
20091109,904,178
20091110,732,191
20091111,796,173
20091112,1002,258
20091201,929,113
20091202,474,72
20091203,766,92
20091204,718,92
20091205,682,121
20091206,843,173
20091207,622,97
20091208,862,155
20091209,793,78
20091210,950,113
20091211,713,146
20091212,544,182
20091301,786,186
20091302,899,213
20091303,940,253
20091304,702,120
20091305,718,258
20091306,759,218
20091307,904,242
20091401,960,149
20091402,778,139
20091403,514,259
20091404,579,267
20091405,1162,718
20091406,1693,865
20091407,944,430
20091408,1107,577
20091409,631,274
20091410,999,805
20091501,484,95
20091502,730,145
20091503,716,147
20091504,710,155
20091505,776,173
20091506,898,151
20091507,837,222
20091508,687,156
20091509,644,157
20091510,556,126
20091511,795,133
20091601,844,81
20091602,778,85
20091603,497,116
20091604,635,94
20091605,793,94
20091606,878,108
20091607,844,124
20091608,828,102
20091609,862,161
20091610,806,56
20091611,702,46
20091612,740,53
20091613,709,75
20100101,577,64
20100102,834,49
